env_name,n_candidates,method,replicates,selected_true_return_mean,selected_true_return_stderr,regret_to_candidate_oracle_mean,regret_to_candidate_oracle_stderr,candidate_oracle_return_mean,candidate_oracle_return_stderr,regret_to_full_pool_oracle_mean,regret_to_full_pool_oracle_stderr,full_pool_oracle_return_mean,full_pool_oracle_return_stderr,selected_pred_mean_mean,selected_pred_mean_stderr,selected_pred_std_mean,selected_pred_std_stderr,sample_over_mean_mean,sample_over_mean_stderr,selected_action_ood_mass_mean,selected_action_ood_mass_stderr,selected_is_teacher_mean,selected_is_teacher_stderr,selected_is_cem_mean,selected_is_cem_stderr,calibration_beta_mean,calibration_beta_stderr
MountainCarContinuous-v0,8,calibrated_pessimistic_bon,36,-0.015952924809745833,0.003922681397007538,0.014095724367443342,0.003696895488469699,-0.0018572004423024922,0.0004984313373862212,0.015952924809745833,0.003922681397007538,0.0,0.0,-0.3774046073898807,0.020520136059676074,0.0005223578389504424,3.7141844422205515e-05,5.008340996502021e-05,7.770414718900454e-05,0.05925925925925926,0.006506000486323555,0.0,0.0,0.0,0.0,4.0,0.0
MountainCarContinuous-v0,8,cem_mean_mpc,36,-0.016402065699000223,0.0030240723412221556,0.014544865256697733,0.0030991407098187834,-0.0018572004423024922,0.0004984313373862212,0.016402065699000223,0.0030240723412221556,0.0,0.0,-0.5614399100068819,0.011054646409173226,0.0004885517378469505,2.4629675450558218e-05,-1.7244844954097022e-05,8.630820371748254e-05,0.11851851851851852,0.00573775310549247,0.0,0.0,1.0,0.0,4.0,0.0
MountainCarContinuous-v0,8,mean_bon,36,-0.015952924809745833,0.003922681397007538,0.014095724367443342,0.003696895488469699,-0.0018572004423024922,0.0004984313373862212,0.015952924809745833,0.003922681397007538,0.0,0.0,-0.3774046073898807,0.020520136059676074,0.0005223578389504424,3.7141844422205515e-05,5.008340996502021e-05,7.770414718900454e-05,0.05925925925925926,0.006506000486323555,0.0,0.0,0.0,0.0,4.0,0.0
MountainCarContinuous-v0,8,oracle,36,-0.0018572004423024922,0.0004984313373862212,0.0,0.0,-0.0018572004423024922,0.0004984313373862212,0.0018572004423024922,0.0004984313373862212,0.0,0.0,-0.5064378749565619,0.033035896110168356,0.0005168696832485662,3.232218562077705e-05,-1.536580867977171e-05,8.185698376345252e-05,0.10493827160493827,0.011865439007734015,0.0,0.0,0.0,0.0,4.0,0.0
MountainCarContinuous-v0,8,pessimistic_bon,36,-0.015952924809745833,0.003922681397007538,0.014095724367443342,0.003696895488469699,-0.0018572004423024922,0.0004984313373862212,0.015952924809745833,0.003922681397007538,0.0,0.0,-0.3774046073898807,0.020520136059676074,0.0005223578389504424,3.7141844422205515e-05,5.008340996502021e-05,7.770414718900454e-05,0.05925925925925926,0.006506000486323555,0.0,0.0,0.0,0.0,4.0,0.0
MountainCarContinuous-v0,8,posterior_sample_bon,36,-0.015952924809745833,0.003922681397007538,0.014095724367443342,0.003696895488469699,-0.0018572004423024922,0.0004984313373862212,0.015952924809745833,0.003922681397007538,0.0,0.0,-0.3774046073898807,0.020520136059676074,0.0005223578389504424,3.7141844422205515e-05,5.008340996502021e-05,7.770414718900454e-05,0.05925925925925926,0.006506000486323555,0.0,0.0,0.0,0.0,4.0,0.0
MountainCarContinuous-v0,8,quantile_bon,36,-0.015952924809745833,0.003922681397007538,0.014095724367443342,0.003696895488469699,-0.0018572004423024922,0.0004984313373862212,0.015952924809745833,0.003922681397007538,0.0,0.0,-0.3774046073898807,0.020520136059676074,0.0005223578389504424,3.7141844422205515e-05,5.008340996502021e-05,7.770414718900454e-05,0.05925925925925926,0.006506000486323555,0.0,0.0,0.0,0.0,4.0,0.0
MountainCarContinuous-v0,8,random,36,-0.03503475050050876,0.0057376242290064884,0.033177550058206266,0.005605935870248245,-0.0018572004423024922,0.0004984313373862212,0.03503475050050876,0.0057376242290064884,0.0,0.0,-0.9863971399483794,0.21157652234178312,0.0010115601508239828,0.0003392569023381149,-0.0002845368321999505,0.0005220531954819583,0.21358024691358024,0.047917868345969804,0.0,0.0,0.0,0.0,4.0,0.0
MountainCarContinuous-v0,8,scripted_teacher,36,-0.10000000000000002,2.3457742823987844e-18,0.09814279955769752,0.0004984313373862214,-0.0018572004423024922,0.0004984313373862212,0.10000000000000002,2.3457742823987844e-18,0.0,0.0,-4.49927565498663,0.00031794563883477727,0.008932332045262385,0.0004718471258665013,-0.0018472507016660503,0.0011788363898049235,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
MountainCarContinuous-v0,8,thompson_bon,36,-0.015952924809745833,0.003922681397007538,0.014095724367443342,0.003696895488469699,-0.0018572004423024922,0.0004984313373862212,0.015952924809745833,0.003922681397007538,0.0,0.0,-0.3774046073898807,0.020520136059676074,0.0005223578389504424,3.7141844422205515e-05,5.008340996502021e-05,7.770414718900454e-05,0.05925925925925926,0.006506000486323555,0.0,0.0,0.0,0.0,4.0,0.0
MountainCarContinuous-v0,8,ucb_bon,36,-0.015952924809745833,0.003922681397007538,0.014095724367443342,0.003696895488469699,-0.0018572004423024922,0.0004984313373862212,0.015952924809745833,0.003922681397007538,0.0,0.0,-0.3774046073898807,0.020520136059676074,0.0005223578389504424,3.7141844422205515e-05,5.008340996502021e-05,7.770414718900454e-05,0.05925925925925926,0.006506000486323555,0.0,0.0,0.0,0.0,4.0,0.0
MountainCarContinuous-v0,8,validation_gated_bon,36,-0.015952924809745833,0.003922681397007538,0.014095724367443342,0.003696895488469699,-0.0018572004423024922,0.0004984313373862212,0.015952924809745833,0.003922681397007538,0.0,0.0,-0.3774046073898807,0.020520136059676074,0.0005223578389504424,3.7141844422205515e-05,5.008340996502021e-05,7.770414718900454e-05,0.05925925925925926,0.006506000486323555,0.0,0.0,0.0,0.0,4.0,0.0
MountainCarContinuous-v0,32,calibrated_pessimistic_bon,36,-0.012232092849836278,0.0032730458957686477,0.012108647307963365,0.003265514149217145,-0.00012344554187291088,5.2889956898083016e-05,0.012232092849836278,0.0032730458957686477,0.0,0.0,-0.24674664559929185,0.02694239068639577,0.0005574854952431481,4.3050473366398884e-05,0.00013261744347536046,7.903682696764007e-05,0.021604938271604937,0.0041038938613813985,0.0,0.0,0.0,0.0,4.0,0.0
MountainCarContinuous-v0,32,cem_mean_mpc,36,-0.016402065699000223,0.0030240723412221556,0.016278620157127315,0.0030242305419143738,-0.00012344554187291088,5.2889956898083016e-05,0.016402065699000223,0.0030240723412221556,0.0,0.0,-0.5614399100068819,0.011054646409173226,0.0004885517378469505,2.4629675450558218e-05,-0.00010775154958756534,8.523517052508279e-05,0.11851851851851852,0.00573775310549247,0.0,0.0,1.0,0.0,4.0,0.0
MountainCarContinuous-v0,32,mean_bon,36,-0.012232092849836278,0.0032730458957686477,0.012108647307963365,0.003265514149217145,-0.00012344554187291088,5.2889956898083016e-05,0.012232092849836278,0.0032730458957686477,0.0,0.0,-0.24674664559929185,0.02694239068639577,0.0005574854952431481,4.3050473366398884e-05,0.00013261744347536046,7.903682696764007e-05,0.021604938271604937,0.0041038938613813985,0.0,0.0,0.0,0.0,4.0,0.0
MountainCarContinuous-v0,32,oracle,36,-0.00012344554187291088,5.2889956898083016e-05,0.0,0.0,-0.00012344554187291088,5.2889956898083016e-05,0.00012344554187291088,5.2889956898083016e-05,0.0,0.0,-0.4380118732919702,0.05261779001730762,0.0005444198394108752,3.159425034487608e-05,-5.2102647599089334e-05,7.844437171695458e-05,0.10493827160493828,0.015502836114102669,0.0,0.0,0.0,0.0,4.0,0.0
MountainCarContinuous-v0,32,pessimistic_bon,36,-0.012232092849836278,0.0032730458957686477,0.012108647307963365,0.003265514149217145,-0.00012344554187291088,5.2889956898083016e-05,0.012232092849836278,0.0032730458957686477,0.0,0.0,-0.24674664559929185,0.02694239068639577,0.0005574854952431481,4.3050473366398884e-05,0.00013261744347536046,7.903682696764007e-05,0.021604938271604937,0.0041038938613813985,0.0,0.0,0.0,0.0,4.0,0.0
MountainCarContinuous-v0,32,posterior_sample_bon,36,-0.012232092849836278,0.0032730458957686477,0.012108647307963365,0.003265514149217145,-0.00012344554187291088,5.2889956898083016e-05,0.012232092849836278,0.0032730458957686477,0.0,0.0,-0.24674664559929185,0.02694239068639577,0.0005574854952431481,4.3050473366398884e-05,0.00013261744347536046,7.903682696764007e-05,0.021604938271604937,0.0041038938613813985,0.0,0.0,0.0,0.0,4.0,0.0
MountainCarContinuous-v0,32,quantile_bon,36,-0.012232092849836278,0.0032730458957686477,0.012108647307963365,0.003265514149217145,-0.00012344554187291088,5.2889956898083016e-05,0.012232092849836278,0.0032730458957686477,0.0,0.0,-0.24674664559929185,0.02694239068639577,0.0005574854952431481,4.3050473366398884e-05,0.00013261744347536046,7.903682696764007e-05,0.021604938271604937,0.0041038938613813985,0.0,0.0,0.0,0.0,4.0,0.0
MountainCarContinuous-v0,32,random,36,-0.03571061859133623,0.005487693108570234,0.035587173049463315,0.005484665896177927,-0.00012344554187291088,5.2889956898083016e-05,0.03571061859133623,0.005487693108570234,0.0,0.0,-0.7035437567524135,0.1121177373440116,0.0006897884824911766,0.00011885190815545015,1.952196878227632e-05,0.00012047894141622405,0.15061728395061727,0.025904921364488676,0.0,0.0,0.0,0.0,4.0,0.0
MountainCarContinuous-v0,32,scripted_teacher,36,-0.10000000000000002,2.3457742823987844e-18,0.0998765544581271,5.288995689808293e-05,-0.00012344554187291088,5.2889956898083016e-05,0.10000000000000002,2.3457742823987844e-18,0.0,0.0,-4.49927565498663,0.00031794563883477727,0.008932332045262385,0.0004718471258665013,-0.001973773560892801,0.0018230806223322696,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
MountainCarContinuous-v0,32,thompson_bon,36,-0.012232092849836278,0.0032730458957686477,0.012108647307963365,0.003265514149217145,-0.00012344554187291088,5.2889956898083016e-05,0.012232092849836278,0.0032730458957686477,0.0,0.0,-0.24674664559929185,0.02694239068639577,0.0005574854952431481,4.3050473366398884e-05,0.00013261744347536046,7.903682696764007e-05,0.021604938271604937,0.0041038938613813985,0.0,0.0,0.0,0.0,4.0,0.0
MountainCarContinuous-v0,32,ucb_bon,36,-0.012232092849836278,0.0032730458957686477,0.012108647307963365,0.003265514149217145,-0.00012344554187291088,5.2889956898083016e-05,0.012232092849836278,0.0032730458957686477,0.0,0.0,-0.24674664559929185,0.02694239068639577,0.0005574854952431481,4.3050473366398884e-05,0.00013261744347536046,7.903682696764007e-05,0.021604938271604937,0.0041038938613813985,0.0,0.0,0.0,0.0,4.0,0.0
MountainCarContinuous-v0,32,validation_gated_bon,36,-0.012232092849836278,0.0032730458957686477,0.012108647307963365,0.003265514149217145,-0.00012344554187291088,5.2889956898083016e-05,0.012232092849836278,0.0032730458957686477,0.0,0.0,-0.24674664559929185,0.02694239068639577,0.0005574854952431481,4.3050473366398884e-05,0.00013261744347536046,7.903682696764007e-05,0.021604938271604937,0.0041038938613813985,0.0,0.0,0.0,0.0,4.0,0.0
MountainCarContinuous-v0,96,calibrated_pessimistic_bon,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3638718877321026e-06,3.2989358140129354e-05,0.0004987034853799835,2.7083451290904462e-05,-9.378393055992686e-05,9.307344882886788e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
MountainCarContinuous-v0,96,cem_mean_mpc,36,-0.016402065699000223,0.0030240723412221556,0.016402065699000223,0.0030240723412221556,0.0,0.0,0.016402065699000223,0.0030240723412221556,0.0,0.0,-0.5614399100068819,0.011054646409173226,0.0004885517378469505,2.4629675450558218e-05,4.602888569647338e-05,9.269003167820059e-05,0.11851851851851852,0.00573775310549247,0.0,0.0,1.0,0.0,4.0,0.0
MountainCarContinuous-v0,96,mean_bon,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3638718877321026e-06,3.2989358140129354e-05,0.0004987034853799835,2.7083451290904462e-05,-9.378393055992686e-05,9.307344882886788e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
MountainCarContinuous-v0,96,oracle,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3638718877321026e-06,3.2989358140129354e-05,0.0004987034853799835,2.7083451290904462e-05,-9.378393055992686e-05,9.307344882886788e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
MountainCarContinuous-v0,96,pessimistic_bon,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3638718877321026e-06,3.2989358140129354e-05,0.0004987034853799835,2.7083451290904462e-05,-9.378393055992686e-05,9.307344882886788e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
MountainCarContinuous-v0,96,posterior_sample_bon,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3638718877321026e-06,3.2989358140129354e-05,0.0004987034853799835,2.7083451290904462e-05,-9.378393055992686e-05,9.307344882886788e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
MountainCarContinuous-v0,96,quantile_bon,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3638718877321026e-06,3.2989358140129354e-05,0.0004987034853799835,2.7083451290904462e-05,-9.378393055992686e-05,9.307344882886788e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
MountainCarContinuous-v0,96,random,36,-0.04095240339666643,0.0051962536145228255,0.04095240339666643,0.0051962536145228255,0.0,0.0,0.04095240339666643,0.0051962536145228255,0.0,0.0,-0.7017579312999124,0.1131244471932153,0.0005472569018447541,4.047462324250566e-05,-9.96384567704589e-05,8.915482289397012e-05,0.15185185185185185,0.026568012692933792,0.0,0.0,0.0,0.0,4.0,0.0
MountainCarContinuous-v0,96,scripted_teacher,36,-0.10000000000000002,2.3457742823987844e-18,0.10000000000000002,2.3457742823987844e-18,0.0,0.0,0.10000000000000002,2.3457742823987844e-18,0.0,0.0,-4.49927565498663,0.00031794563883477727,0.008932332045262385,0.0004718471258665013,0.0013107665715784576,0.0014609034715932778,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
MountainCarContinuous-v0,96,thompson_bon,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3638718877321026e-06,3.2989358140129354e-05,0.0004987034853799835,2.7083451290904462e-05,-9.378393055992686e-05,9.307344882886788e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
MountainCarContinuous-v0,96,ucb_bon,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3638718877321026e-06,3.2989358140129354e-05,0.0004987034853799835,2.7083451290904462e-05,-9.378393055992686e-05,9.307344882886788e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
MountainCarContinuous-v0,96,validation_gated_bon,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3638718877321026e-06,3.2989358140129354e-05,0.0004987034853799835,2.7083451290904462e-05,-9.378393055992686e-05,9.307344882886788e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
